group,seq,dimension,content,score,magnitude
2,81,experience,yeah it will stay save.,0.7,0.7
2,82,experience,I think I can just create another file this.,-0.5,0.5
2,83,experience,so yeah.  to keep multiplying and.,0,0
2,84,experience,OK.,0.5,0.5
2,85,experience,go ahead save. to keep multiplying until we get a single digit number.,-0.1,0.1
2,86,experience,has 15 minutes and we need to write a function persistence.,-0.4,0.4
2,87,experience,"you know we don't need another another task tutor, so we can create within this.",0,0
2,88,experience,yeah yeah.,0.9,0.9
2,89,experience,Yeah.,0.7,0.7
2,90,experience,within the same class just outside of the main method.,0,0
2,91,experience,it is great to see return a number put the giant persistence repairs.,0.9,0.9
2,92,experience,Nope I'm trying to.,-0.7,0.7
2,93,experience,"in there every number, we can turn it into a string and string is an array then we can turn it back into numbers is there any easier way?",0,0
2,94,experience,yeah.,0.9,0.9
2,95,experience,I'm trying to you know convert the text number the receive number.,-0.3,0.3
2,96,experience,we received into the function through a text.,-0.1,0.1
2,97,experience,"so, then we then we can loop over every single digit or what we could have done is we could have you know module used the modulus to separate out the digits, but that is a different way.",-0.5,0.5
2,98,experience,we can try.,0,0
2,99,experience,"if I go zero, then the first and the second string will get.",-0.4,0.4
2,100,experience,uh it doesn't make sense too.,-0.9,0.9
2,101,experience,"I don't think it makes sense because when the the i will be 0, the number the first is it and the second is it will get multiplied.",-0.8,0.8
2,102,experience,"but when the i will be one, then the 2nd and the 3rd digit will be multiplied.",-0.4,0.4
2,103,experience,"oh, this is this is no problem because this is a local variable.",0,0
2,104,experience,this will only work if we give it the only two two digit numbers.,-0.6,0.6
2,105,experience,OK.,0.5,0.5
2,106,experience,to use Google actually.,-0.4,0.4
2,107,experience,uh did you send anything?,-0.2,0.2
2,108,experience,but the first the first part makes sense.,0.1,0.1
2,109,experience,it is singling out the digits uh static and dig some.,0,0
2,110,experience,no problem.,0.6,0.6
2,111,experience,to test that oh wow that's really simple.,0.7,0.7
2,112,experience,interesting.,0.8,0.8
2,113,experience,I am going to comment out this code and.,-0.2,0.2
2,114,experience,yeah and really it is it is understandable.,0.5,0.5
2,115,experience,Yeah.,0.7,0.7
2,116,experience,hopefully.,0.4,0.4
2,117,experience,I'm asking to leave this one.,-0.8,0.8
2,118,experience,"yeah, I'm just going to take it out of the main function.",-0.4,0.4
2,119,experience,so that it doesn't run every time.,-0.3,0.3
2,120,experience,I run the main function.,0,0
2,121,experience,OK.,0.5,0.5
2,122,experience,OK.,0.5,0.5
2,123,experience,yeah.,0.9,0.9
2,124,experience,got it.,0.3,0.3
2,125,experience,no problem.,0.6,0.6
2,126,experience,and yeah.,0.3,0.3
2,127,experience,yeah. that that thing.,-0.2,0.2
2,128,experience,it is giving us a compilation error.,-0.8,0.8
2,129,experience,"uh, no. it's actually a single class.",-0.6,0.6
2,130,experience,"and I don't think it should be a problem, but it is saying that a parenthesis.",-0.5,0.5
2,131,experience,OK.,0.5,0.5
2,132,experience,OK.,0.5,0.5
2,133,experience,OK.,0.5,0.5
2,134,experience,"yeah, I think I. yeah I've added it to the uh solution already you can see in the main section.",0,0
2,135,experience,the one you wrote it is I'm I've highlighted the section.,0,0
2,136,experience,can you see it ?,0,0
2,137,experience,"um, it's I've highlighted it.",0.1,0.1
2,138,experience,can you see it now?,-0.1,0.1
2,139,experience,in VSCode.,0,0
2,140,experience,yeah.,0.9,0.9
2,141,experience,yeah.,0.9,0.9
2,142,experience,"i am trying to run this program, but it is not working.",-0.8,0.8
2,143,experience,nope.,-0.8,0.8
2,144,experience,no.,-0.5,0.5
2,145,experience,I don't think because of of the second.,-0.6,0.6
2,146,experience,uh problem we wrote.,-0.7,0.7
2,147,experience,"I think it's because of the first one, but the one that we did.",0.2,0.2
2,148,experience,"and we I we were confident that this kind of work, camel cases.",-0.1,0.1
2,149,experience,"yeah, right.",0.2,0.2
2,150,experience,right.,0.3,0.3
2,151,experience,yeah.,0.9,0.9
2,152,experience,but the the weather has become really nice for the past couple of days.,0.3,0.3
2,153,experience,"how was your new year, by the way?",0,0
2,154,experience,alright.,0.4,0.4
2,155,experience,so I think I don't see any problem.,0.4,0.4
2,156,experience,so the third task is equal sides of an array.,0.1,0.1
2,157,experience,No problem.,0.6,0.6
2,158,experience,task time for second one is over.,-0.5,0.5
2,159,experience,"So, move to the next third task.",-0.1,0.1
2,160,experience,yet Nope and.,0.1,0.1
2,161,experience,yeah I think it is one of those sorting problems.,-0.2,0.2
2,162,experience,sure.,0.4,0.4
2,163,experience,"so, we have been given an array debt the number the left digits and the right digits should be equal to the same number.",-0.1,0.1
2,164,experience,it something like that.,-0.1,0.1
2,165,experience,"How we can look over the array from the forward side and the backward side? and that's from iterative program, we can.",-0.1,0.1
2,166,experience,yeah.,0.9,0.9
2,167,experience,I'm just thinking how can we approach this problem.,-0.7,0.7
2,168,experience,yeah.  and all those found an answer for this problem.,-0.3,0.3
2,169,experience,yeah.,0.9,0.9
2,170,experience,"on online, on GitHub.",0,0
2,171,experience,alright.,0.4,0.4
2,172,experience,How is it working?,-0.3,0.3
2,173,experience,yeah.,0.9,0.9
2,174,experience,"I'm I'm trying to, you know internalize this?",-0.4,0.4
2,175,experience,how is this working?,-0.3,0.3
2,176,experience,I can provide you the answer and you can also take a look at it and see how is it working.,0.1,0.1
2,177,experience,yeah.,0.9,0.9
2,178,experience,yeah.,0.9,0.9
2,179,experience,The problem here is the code is written in JavaScript and we need to have it in Java.,-0.6,0.6
2,180,experience,right.,0.3,0.3
2,181,experience,I can convert.,0.2,0.2
2,182,experience,but I'm not sure that array dot slice and array dot reduce methods exist in Java.  in Java as well.,-0.3,0.3
2,183,experience,I've got another solution in Java.,-0.3,0.3
2,184,experience,but I don't understand this either.,-0.7,0.7
2,185,experience,yeah.,0.9,0.9
2,186,experience,"array copy that’s something a built-in function, I think.",0,0
2,187,experience,"array copy, what’s array copy.",-0.1,0.1
2,188,experience,"It’s a special position, scope.",0,0
2,189,experience,"destination position, and round for.",0.4,0.4
2,190,experience,"yeah. he somehow managed to understand the problem that, uh, you know the solution that we found.",0.7,0.7
2,191,experience,so basically array copy is a built-in function and it takes the and you know source array the destination and the array the new array that it is going to produce and the destination all those sort of things.,0.3,0.3
2,192,experience,so and and they're approaching it just like I was telling you that they're approaching it from the one side forward side of the array and the backward side of the area and they're trying to match you know those those elements and see when the sum of those elements are equal to one another.,-0.6,0.6
2,193,experience,that's when they generate the results I think.,-0.3,0.3
2,194,experience,yeah.,0.9,0.9
2,195,experience,I'm sorry?,-0.5,0.5
2,196,experience,uh yeah maybe three or 4 minutes.,-0.1,0.1
2,197,experience,Yeah.,0.7,0.7
2,198,experience,Sure.,0.2,0.2
2,199,experience,yeah.,0.9,0.9
2,200,experience,yeah.,0.9,0.9
2,201,experience,yeah.,0.9,0.9
2,202,experience,I'm really upset.,-0.9,0.9
2,203,experience,let's change it into an array.,-0.1,0.1
2,1,novice,Sorry.,-0.7,0.7
2,2,novice,I didn't get the last statement that was said.,-0.7,0.7
2,3,novice,can you please.,-0.1,0.1
2,4,novice,again quick so.,0.3,0.3
2,5,novice,OK.,0.5,0.5
2,6,novice,"OK,  Yes.",0.5,0.5
2,7,novice,"Oh, Yeah.",0.8,0.8
2,8,novice,OK.,0.5,0.5
2,9,novice,hey.,0.2,0.2
2,10,novice,let's do that.,0,0
2,11,novice,"Yes, of course.",0.2,0.2
2,12,novice,no. not you not.,-0.2,0.2
2,13,novice,am I supposed to see what you are doing?,-0.3,0.3
2,14,novice,I am supposed to see what I'm doing over.,-0.4,0.4
2,15,novice,Yes.,0.4,0.4
2,16,novice,I'm seeing that what you are typing.,0,0
2,17,novice,"yeah, I'm seeing what you're typing.",0,0
2,18,novice,OK.,0.5,0.5
2,19,novice,just a minute.,0.3,0.3
2,20,novice,Did you see what I typed?,-0.1,0.1
2,21,novice,I can see what you type.,0.1,0.1
2,22,novice,OK.,0.5,0.5
2,23,novice,OK.,0.5,0.5
2,24,novice,That sounds understandable.,0.6,0.6
2,25,novice,I think I'm just really really getting to understand you.,0.4,0.4
2,26,novice,yeah.,0.9,0.9
2,27,novice,but I I had it to be a bit hard a bit tough.,-0.1,0.1
2,28,novice,What do you think ?,-0.1,0.1
2,29,novice,"no, I did not I did not.",-0.6,0.6
2,30,novice,"start I started with HTML, CSS, JavaScript .",0,0
2,31,novice,yeah.,0.9,0.9
2,32,novice,"yeah, yeah.",0.8,0.8
2,33,novice,OK.,0.5,0.5
2,34,novice,great.,0.9,0.9
2,35,novice,OK.,0.5,0.5
2,36,novice,training we're here for the time being.,0.3,0.3
2,37,novice,"I think it just so what I type on, and delete it.",-0.7,0.7
2,38,novice,it just.,0,0
2,39,novice,yes.,0.6,0.6
2,40,novice,oh beautiful.,0.9,0.9
2,41,novice,so I just creating a string for the first task.,0,0
2,42,novice,OK.,0.5,0.5
2,43,novice,you go on.,0,0
2,44,novice,OK.,0.5,0.5
2,45,novice,OK.,0.5,0.5
2,46,novice,it's getting clear.,0,0
2,47,novice,oh.,0.2,0.2
2,48,novice,OK.,0.5,0.5
2,49,novice,"How can I get in pieces, one way most of the work?",-0.2,0.2
2,50,novice,That operation is not the piece that you are doing most of the work.,-0.7,0.7
2,51,novice,yeah.,0.9,0.9
2,52,novice,"yeah, sure.",0.6,0.6
2,53,novice,sure.,0.4,0.4
2,54,novice,yeah.,0.9,0.9
2,55,novice,yes.,0.6,0.6
2,56,novice,You are trying to finding underscore on your keyword.,-0.3,0.3
2,57,novice,OK.,0.5,0.5
2,58,novice,do you intend putting underscore here or dash with that?,-0.2,0.2
2,59,novice,OK.,0.5,0.5
2,60,novice,great.,0.9,0.9
2,61,novice,oh.,0.2,0.2
2,62,novice,"at least, I can help to check Google I think that's allowed.",0.1,0.1
2,63,novice,OK.,0.5,0.5
2,64,novice,Good.,0.8,0.8
2,65,novice,keep going while I am checking .,-0.3,0.3
2,66,novice,"I would just be swipe, but it's looking a bit advanced.",0.1,0.1
2,67,novice,"oh, I'm so much work guys.",0.5,0.5
2,68,novice,I think I'm not I'm not allowed to paste.,-0.8,0.8
2,69,novice,I'm just pasting on the chats.,-0.1,0.1
2,70,novice,"I'm not sure, so.",-0.1,0.1
2,71,novice,it is from a trusted site which is just use that as a subsidiary like.,-0.1,0.1
2,72,novice,yeah.,0.9,0.9
2,73,novice,I understand yeah they all is different type.,-0.2,0.2
2,74,novice,"you good on this, right ?  is a way you save that or you probably?",0.3,0.3
2,75,novice,yeah you too.,0.6,0.6
2,76,novice,you are literally helpful.,0.9,0.9
2,77,novice,you're really really helpful.,0.9,0.9
2,78,novice,"if it were left to me, I would really be confused.",-0.7,0.7
2,79,novice,Assistance Bugger.,0.1,0.1
2,80,novice,"A type of function persistence that takes in a positive parameter known and returns its multiplicative assistance which is the number of times you must multiply the digits in number until you reach a single digit, for example, inputs is greater than output has nine is greater than three because 3 * 9 = 27, 2 *7 = 14, 1 * 4 questions for 14K only one you have.",0,0
2,81,novice,OK.,0.5,0.5
2,82,novice,"yeah, that's that's scope for it.",0,0
2,83,novice,you feel we should greet within task one.,0.4,0.4
2,84,novice,yeah.,0.9,0.9
2,85,novice,"Now, the least is task 2.",-0.2,0.2
2,86,novice,OK.,0.5,0.5
2,87,novice,great.,0.9,0.9
2,88,novice,you've been able to come up with anything.,0.6,0.6
2,89,novice,OK.,0.5,0.5
2,90,novice,I'm also trying to check online and see but getting.,-0.4,0.4
2,91,novice,and your favorite things.,0.8,0.8
2,92,novice,oh I was looking at text too.,0,0
2,93,novice,I haven't.,-0.3,0.3
2,94,novice,you already got something on text 1.,0,0
2,95,novice,oh I sorry.,-0.7,0.7
2,96,novice,OK.,0.5,0.5
2,97,novice,following uh.,0,0
2,98,novice,OK.,0.5,0.5
2,99,novice,great.,0.9,0.9
2,100,novice,so it's.,0,0
2,101,novice,"if you, think so.",-0.2,0.2
2,102,novice,"well, you already use one i greater than then normal lengths.",0.2,0.2
2,103,novice,yeah.,0.9,0.9
2,104,novice,yeah.,0.9,0.9
2,105,novice,yes.,0.6,0.6
2,106,novice,yeah.,0.9,0.9
2,107,novice,yes.,0.6,0.6
2,108,novice,I understand.,0,0
2,109,novice,OK.,0.5,0.5
2,110,novice,OK.,0.5,0.5
2,111,novice,OK.,0.5,0.5
2,112,novice,"so, what I sent that.",-0.3,0.3
2,113,novice,yes.,0.6,0.6
2,114,novice,Sorry.,-0.7,0.7
2,115,novice,I sent something yeah on the google not really trusted.,-0.7,0.7
2,116,novice,yeah.,0.9,0.9
2,117,novice,yeah.,0.9,0.9
2,118,novice,alright.,0.4,0.4
2,119,novice,sometimes you write a code takes so long and when you just see someone professional writing it very short and simple and.,-0.6,0.6
2,120,novice,oh OK OK.,0.5,0.5
2,121,novice,so you just comment turns the one we want to the comments and use this.,-0.1,0.1
2,122,novice,OK.,0.5,0.5
2,123,novice,it's cool. that's cool.,0.9,0.9
2,124,novice,"it’s just that we can we can go on are and see how responsive it is or if there are any errors, but I think there shouldn't be any error.",0,0
2,125,novice,I think they need more function that you committed.,-0.6,0.6
2,126,novice,I will just advance.,0,0
2,127,novice,So.,0,0
2,128,novice,alright.,0.4,0.4
2,129,novice,great.,0.9,0.9
2,130,novice,OK.,0.5,0.5
2,131,novice,one try.,0.3,0.3
2,132,novice,you want to try using an online compiler to run it and see?,-0.2,0.2
2,133,novice,OK.,0.5,0.5
2,134,novice,"if we have time, you can just try that.",0,0
2,135,novice,we just try that.,0,0
2,136,novice,let's see how are responsive that will be learn everyday yeah.,0.3,0.3
2,137,novice,compilation error?,-0.6,0.6
2,138,novice,didn't just think that's because we're having two different task being from the same time.,-0.1,0.1
2,139,novice,just  is it showing any red lines to tell us where the error might be.,-0.3,0.3
2,140,novice,would you just add the rest of the code the one I sent to the charts and see if.,0,0
2,141,novice,ah I can't see yet.,-0.7,0.7
2,142,novice,I am scrolling through.,-0.2,0.2
2,143,novice,is it in this isn't the zoom chat or right here in VSCode?,-0.2,0.2
2,144,novice,"oh, so sorry, I can’t still see.",-0.8,0.8
2,145,novice,"But, no problem.",0.1,0.1
2,146,novice,no worries.,0.7,0.7
2,147,novice,no worries.,0.7,0.7
2,148,novice,got you got it you got it.,0.5,0.5
2,149,novice,"So, what do you suggest we do?",-0.1,0.1
2,150,novice,should we stand by the the one you turned into comments?,-0.5,0.5
2,151,novice,What do you feel?,-0.1,0.1
2,152,novice,are you are you with me?,-0.1,0.1
2,153,novice,still not working?,-0.8,0.8
2,154,novice,let's let's just try and modify the one you wrote and see if.,-0.1,0.1
2,155,novice,OK.,0.5,0.5
2,156,novice,understood.,0,0
2,157,novice,we have the error from the first one. is that what you're trying to say.,-0.7,0.7
2,158,novice,OK.,0.5,0.5
2,159,novice,OK.,0.5,0.5
2,160,novice,I see.,0,0
2,161,novice,this time this is good training.,0.8,0.8
2,162,novice,yeah.,0.9,0.9
2,163,novice,it's going cool!,0.9,0.9
2,164,novice,it's going cool!,0.9,0.9
2,165,novice,"it's little stress, no no work hustle and bustle.",0,0
2,166,novice,"So, it’s really do it yet.",0.1,0.1
2,167,novice,I was disconnected for a few seconds.,-0.7,0.7
2,168,novice,very sorry about that.,-0.8,0.8
2,169,novice,I think.,0,0
2,170,novice,OK.,0.5,0.5
2,171,novice,"so, it sounds a bit tougher.",0,0
2,172,novice,We have 25 minutes for this any idea.,-0.3,0.3
2,173,novice,so it's gonna be really tough.,-0.6,0.6
2,174,novice,just one minute.,0.2,0.2
2,175,novice,as I get to my airpods.,0,0
2,176,novice,OK.,0.5,0.5
2,177,novice,let us trying to figure out any idea or maybe get some.,-0.1,0.1
2,178,novice,let's try really understand question and check.,-0.3,0.3
2,179,novice,And yeah just trying to start through some things too.,0,0
2,180,novice,I'm thinking too.,0.2,0.2
2,181,novice,but now alright dictate this to something challenging.,0,0
2,182,novice,it's good.,0.8,0.8
2,183,novice,it's good timing.,0.7,0.7
2,184,novice,you found an answer?,0,0
2,185,novice,OK.,0.5,0.5
2,186,novice,Cool! that's good.,0.9,0.9
2,187,novice,Are you trying to compile this one?,-0.2,0.2
2,188,novice,OK.,0.5,0.5
2,189,novice,good.,0.8,0.8
2,190,novice,can you send on chat?,0,0
2,191,novice,I'm still trying to understand.,-0.4,0.4
2,192,novice,Understand and analyze it.,-0.1,0.1
2,193,novice,"oh in Javascript, not in Java.",-0.5,0.5
2,194,novice,What’s an idea?,-0.1,0.1
2,195,novice,there's a lot.,0.6,0.6
2,196,novice,"the array dot slice, dot reduce that would use think that's really really the major look clear one.",0.3,0.3
2,197,novice,"if you could just check your the base, I could just really without convert.",-0.4,0.4
2,198,novice,"if we are going convert then it’s going to be, it’s hard.",-0.6,0.6
2,199,novice,this was possible.,0,0
2,200,novice,How have you got?,0,0
2,201,novice,Java?,0,0
2,202,novice,you don't understand it it's looking advanced?,-0.6,0.6
2,203,novice,it’s sorting already.,-0.2,0.2
2,204,novice,I will pull this source of works.,-0.1,0.1
2,205,novice,so we're going to be.,0,0
2,206,novice,very slow.,-0.8,0.8
2,207,novice,did you to come up with something?,-0.1,0.1
2,208,novice,OK.,0.5,0.5
2,209,novice,yeah.,0.9,0.9
2,210,novice,so we still have time?,-0.1,0.1
2,211,novice,I'm trying to join the live share  working for Google.,-0.1,0.1
2,212,novice,OK.,0.5,0.5
2,213,novice,OK.,0.5,0.5
2,214,novice,OK.,0.5,0.5
2,215,novice,so you're saying that must have a lot of written functions.,-0.2,0.2
2,216,novice,OK.,0.5,0.5
2,217,novice,OK.,0.5,0.5
2,218,novice,You got it.,0.3,0.3
2,219,novice,at least one or two should work out of the three.,-0.1,0.1
2,220,novice,it's not bad for you.,0.4,0.4
2,221,novice,Yeah.,0.7,0.7
2,222,novice,this week we could get feedback on which one works or which one doesn't work.,-0.6,0.6
2,223,novice,just to me put on just one people you need to.,0,0
2,1,novice,We actually almost done.,0,0
2,2,receiver,yeah. sure.,0,0
2,3,receiver,again quick so.,0.3,0.3
2,4,receiver,OK.,0.5,0.5
2,5,receiver,"OK,  yeah. sure.",0.5,0.5
2,6,receiver,Yes.,0.4,0.4
2,7,receiver,"yeah, OK.",0.7,0.7
2,8,receiver,great.,0.9,0.9
2,9,receiver,"Oh, Yeah.",0.8,0.8
2,10,receiver,OK.,0.5,0.5
2,11,receiver,yeah. sure.,0,0
2,12,receiver,"Yes, of course.",0.2,0.2
2,13,receiver,no. not you not.,-0.2,0.2
2,14,receiver,am I supposed to see what you are doing?,-0.3,0.3
2,15,receiver,I am supposed to see what I'm doing over.,-0.4,0.4
2,16,receiver,Yes.,0.4,0.4
2,17,receiver,I'm seeing that what you are typing.,0,0
2,18,receiver,"yeah, I'm seeing what you're typing.",0,0
2,19,receiver,OK.,0.5,0.5
2,20,receiver,just a minute.,0.3,0.3
2,21,receiver,Did you see what I typed?,-0.1,0.1
2,22,receiver,I can see what you type.,0.1,0.1
2,23,receiver,OK.,0.5,0.5
2,24,receiver,my first language was actually Java but I haven't practiced it since a long time.,0.1,0.1
2,25,receiver,OK.,0.5,0.5
2,26,receiver,um it's a great language that.,0.4,0.4
2,27,receiver,"no, I did not I did not.",-0.6,0.6
2,28,receiver,"start I started with HTML, CSS, JavaScript .",0,0
2,29,receiver,yeah.,0.9,0.9
2,30,receiver,"yeah, yeah.",0.8,0.8
2,31,receiver,"yeah, right.",0.2,0.2
2,32,receiver,so this is basically the basic template to start a Java program.,-0.4,0.4
2,33,receiver,OK.,0.5,0.5
2,34,receiver,training we're here for the time being.,0.3,0.3
2,35,receiver,uh yeah.,0.7,0.7
2,36,receiver,now I can see what you're typing.,0.7,0.7
2,37,receiver,yeah.,0.9,0.9
2,38,receiver,"no, just uh I just created a template string so that I can work with it in in the method that I'm going to write.",-0.2,0.2
2,39,receiver,I'm sorry.,-0.8,0.8
2,40,receiver,I’m not understand.,-0.8,0.8
2,41,receiver,"yeah, no problem.",0.6,0.6
2,42,receiver,it's just I'm just thinking and.,0,0
2,43,receiver,"yeah, sure.",0.6,0.6
2,44,receiver,sure.,0.4,0.4
2,45,receiver,yeah.,0.9,0.9
2,46,receiver,yes.,0.6,0.6
2,47,receiver,You are trying to finding underscore on your keyword.,-0.3,0.3
2,48,receiver,OK.,0.5,0.5
2,49,receiver,uh that's a dash and the next one is going to be underscore.,-0.2,0.2
2,50,receiver,we need to have equals.,-0.2,0.2
2,51,receiver,yes.,0.6,0.6
2,52,receiver,So what I'm checking here is if I get an underscore or a dash within my string.,-0.2,0.2
2,53,receiver,I am going to change something within this string.,-0.4,0.4
2,54,receiver,oh.,0.2,0.2
2,55,receiver,"at least, I can help to check Google I think that's allowed.",0.1,0.1
2,56,receiver,OK.,0.5,0.5
2,57,receiver,Good.,0.8,0.8
2,58,receiver,keep going while I am checking .,-0.3,0.3
2,59,receiver,"I would just be swipe, but it's looking a bit advanced.",0.1,0.1
2,60,receiver,"oh, I'm so much work guys.",0.5,0.5
2,61,receiver,sorry?,-0.6,0.6
2,62,receiver,"uh, I am not sure though.",0,0
2,63,receiver,is it working?,-0.2,0.2
2,64,receiver,OK.,0.5,0.5
2,65,receiver,"yeah, yeah, yeah, sure, sure, sure.",0.6,0.6
2,66,receiver,I think yeah that that that makes sense to certain extent but I am not that familiar with that array or string method.,-0.2,0.2
2,67,receiver,yeah.,0.9,0.9
2,68,receiver,OK.,0.5,0.5
2,69,receiver,I think we need to move to the next task.,-0.4,0.4
2,70,receiver,I'm this is you you.,0,0
2,71,receiver,"I think it will work, I'm not able to run it for whatever reason.",-0.5,0.5
2,72,receiver,yeah it will stay save.,0.7,0.7
2,73,receiver,I think I can just create another file this.,-0.5,0.5
2,74,receiver,so yeah.  to keep multiplying and.,0,0
2,75,receiver,"yeah, that's that's scope for it.",0,0
2,76,receiver,you feel we should greet within task one.,0.4,0.4
2,77,receiver,Yeah.,0.7,0.7
2,78,receiver,within the same class just outside of the main method.,0,0
2,79,receiver,you've been able to come up with anything.,0.6,0.6
2,80,receiver,OK.,0.5,0.5
2,81,receiver,I'm also trying to check online and see but getting.,-0.4,0.4
2,82,receiver,and your favorite things.,0.8,0.8
2,83,receiver,oh I was looking at text too.,0,0
2,84,receiver,I haven't.,-0.3,0.3
2,85,receiver,you already got something on text 1.,0,0
2,86,receiver,oh I sorry.,-0.7,0.7
2,87,receiver,OK.,0.5,0.5
2,88,receiver,following uh.,0,0
2,89,receiver,OK.,0.5,0.5
2,90,receiver,great.,0.9,0.9
2,91,receiver,so it's.,0,0
2,92,receiver,"if you, think so.",-0.2,0.2
2,93,receiver,"well, you already use one i greater than then normal lengths.",0.2,0.2
2,94,receiver,yeah.,0.9,0.9
2,95,receiver,yeah.,0.9,0.9
2,96,receiver,yes.,0.6,0.6
2,97,receiver,yeah.,0.9,0.9
2,98,receiver,yes.,0.6,0.6
2,99,receiver,I understand.,0,0
2,100,receiver,OK.,0.5,0.5
2,101,receiver,OK.,0.5,0.5
2,102,receiver,uh did you send anything?,-0.2,0.2
2,103,receiver,but the first the first part makes sense.,0.1,0.1
2,104,receiver,it is singling out the digits uh static and dig some.,0,0
2,105,receiver,no problem.,0.6,0.6
2,106,receiver,to test that oh wow that's really simple.,0.7,0.7
2,107,receiver,interesting.,0.8,0.8
2,108,receiver,yeah and really it is it is understandable.,0.5,0.5
2,109,receiver,oh OK OK.,0.5,0.5
2,110,receiver,so you just comment turns the one we want to the comments and use this.,-0.1,0.1
2,111,receiver,OK.,0.5,0.5
2,112,receiver,it's cool. that's cool.,0.9,0.9
2,113,receiver,"it’s just that we can we can go on are and see how responsive it is or if there are any errors, but I think there shouldn't be any error.",0,0
2,114,receiver,I think they need more function that you committed.,-0.6,0.6
2,115,receiver,I will just advance.,0,0
2,116,receiver,So.,0,0
2,117,receiver,alright.,0.4,0.4
2,118,receiver,great.,0.9,0.9
2,119,receiver,OK.,0.5,0.5
2,120,receiver,OK.,0.5,0.5
2,121,receiver,yeah.,0.9,0.9
2,122,receiver,got it.,0.3,0.3
2,123,receiver,no problem.,0.6,0.6
2,124,receiver,OK.,0.5,0.5
2,125,receiver,one try.,0.3,0.3
2,126,receiver,you want to try using an online compiler to run it and see?,-0.2,0.2
2,127,receiver,OK.,0.5,0.5
2,128,receiver,"if we have time, you can just try that.",0,0
2,129,receiver,we just try that.,0,0
2,130,receiver,let's see how are responsive that will be learn everyday yeah.,0.3,0.3
2,131,receiver,compilation error?,-0.6,0.6
2,132,receiver,didn't just think that's because we're having two different task being from the same time.,-0.1,0.1
2,133,receiver,just  is it showing any red lines to tell us where the error might be.,-0.3,0.3
2,134,receiver,would you just add the rest of the code the one I sent to the charts and see if.,0,0
2,135,receiver,ah I can't see yet.,-0.7,0.7
2,136,receiver,I am scrolling through.,-0.2,0.2
2,137,receiver,is it in this isn't the zoom chat or right here in VSCode?,-0.2,0.2
2,138,receiver,"oh, so sorry, I can’t still see.",-0.8,0.8
2,139,receiver,"But, no problem.",0.1,0.1
2,140,receiver,no worries.,0.7,0.7
2,141,receiver,no worries.,0.7,0.7
2,142,receiver,got you got it you got it.,0.5,0.5
2,143,receiver,"So, what do you suggest we do?",-0.1,0.1
2,144,receiver,should we stand by the the one you turned into comments?,-0.5,0.5
2,145,receiver,What do you feel?,-0.1,0.1
2,146,receiver,are you are you with me?,-0.1,0.1
2,147,receiver,still not working?,-0.8,0.8
2,148,receiver,let's let's just try and modify the one you wrote and see if.,-0.1,0.1
2,149,receiver,OK.,0.5,0.5
2,150,receiver,understood.,0,0
2,151,receiver,we have the error from the first one. is that what you're trying to say.,-0.7,0.7
2,152,receiver,OK.,0.5,0.5
2,153,receiver,OK.,0.5,0.5
2,154,receiver,I see.,0,0
2,155,receiver,this time this is good training.,0.8,0.8
2,156,receiver,yeah.,0.9,0.9
2,157,receiver,but the the weather has become really nice for the past couple of days.,0.3,0.3
2,158,receiver,it's going cool!,0.9,0.9
2,159,receiver,it's going cool!,0.9,0.9
2,160,receiver,"it's little stress, no no work hustle and bustle.",0,0
2,161,receiver,"So, it’s really do it yet.",0.1,0.1
2,162,receiver,I was disconnected for a few seconds.,-0.7,0.7
2,163,receiver,very sorry about that.,-0.8,0.8
2,164,receiver,I think.,0,0
2,165,receiver,OK.,0.5,0.5
2,166,receiver,"so, it sounds a bit tougher.",0,0
2,167,receiver,We have 25 minutes for this any idea.,-0.3,0.3
2,168,receiver,so it's gonna be really tough.,-0.6,0.6
2,169,receiver,just one minute.,0.2,0.2
2,170,receiver,as I get to my airpods.,0,0
2,171,receiver,OK.,0.5,0.5
2,172,receiver,let us trying to figure out any idea or maybe get some.,-0.1,0.1
2,173,receiver,let's try really understand question and check.,-0.3,0.3
2,174,receiver,And yeah just trying to start through some things too.,0,0
2,175,receiver,I'm thinking too.,0.2,0.2
2,176,receiver,but now alright dictate this to something challenging.,0,0
2,177,receiver,it's good.,0.8,0.8
2,178,receiver,it's good timing.,0.7,0.7
2,179,receiver,you found an answer?,0,0
2,180,receiver,OK.,0.5,0.5
2,181,receiver,Cool! that's good.,0.9,0.9
2,182,receiver,yeah.,0.9,0.9
2,183,receiver,"I'm I'm trying to, you know internalize this?",-0.4,0.4
2,184,receiver,how is this working?,-0.3,0.3
2,185,receiver,I can provide you the answer and you can also take a look at it and see how is it working.,0.1,0.1
2,186,receiver,yeah.,0.9,0.9
2,187,receiver,yeah.,0.9,0.9
2,188,receiver,"oh in Javascript, not in Java.",-0.5,0.5
2,189,receiver,What’s an idea?,-0.1,0.1
2,190,receiver,there's a lot.,0.6,0.6
2,191,receiver,"the array dot slice, dot reduce that would use think that's really really the major look clear one.",0.3,0.3
2,192,receiver,"if you could just check your the base, I could just really without convert.",-0.4,0.4
2,193,receiver,"if we are going convert then it’s going to be, it’s hard.",-0.6,0.6
2,194,receiver,this was possible.,0,0
2,195,receiver,How have you got?,0,0
2,196,receiver,Java?,0,0
2,197,receiver,you don't understand it it's looking advanced?,-0.6,0.6
